3071112/112223611123131/1254	112223611123131/3071112/1254
5355111112/111111222371111111111123831/1087	111111222371111111111123831/5355111112/1087
7111112/1222223931/1365	1222223931/7111112/1365
8601112/122301112381123231/9685	122301112381123231/8601112/9685
01112/111111122331123612371112391111111233111123931/7570	111111122331123612371112391111111233111123931/01112/7570
81112/11112391111123831/2567	11112391111123831/81112/2567
8950111112/12223031/4993	12223031/8950111112/4993
4510111112/1222223331/1538	1222223331/4510111112/1538
3361112/111112223131/5712	111112223131/3361112/5712
82621112/1111222391122371223131/8302	1111222391122371223131/82621112/8302
339111111111112/12381112233122223911222235123312381123111222223612222222351111112223031/7608	12381112233122223911222235123312381123111222223612222222351111112223031/339111111111112/7608
30507111112/123412223712235111111122381111111223631/2731	123412223712235111111122381111111223631/30507111112/2731
711111111111111111112/1122371123912381111123631/5846	1122371123912381111123631/711111111111111111112/5846
30801112/123811123911223711223431/2977	123811123911223711223431/30801112/2977
5111112/11236112223131/6064	11236112223131/5111112/6064
361024939171112/123131/4253	123131/361024939171112/4253
91112/1123831/6279	1123831/91112/6279
7172111111111112/112223311223311111123631/2317	112223311223311111123631/7172111111111112/2317
1005111112/11222351111223831/4385	11222351111223831/1005111112/4385
701112/111112239122223111123731/2604	111112239122223111123731/701112/2604
91112/1122361222232112311233122223931/3941	1122361222232112311233122223931/91112/3941
96271112/1111236112321111223331/2461	1111236112321111223331/96271112/2461
101111111111111112/12321123731/9986	12321123731/101111111111111112/9986
61111111111112/123411111222341112341223831/2941	123411111222341112341223831/61111111111112/2941
11112/123711223512341111122234122223431/3708	123711223512341111122234122223431/11112/3708
91112/123211223231/5591	123211223231/91112/5591
2111111111111111112/12222230111222232122381122238122222371223131/2677	12222230111222232122381122238122222371223131/2111111111111111112/2677
2231112/111123131/3972	111123131/2231112/3972
1111112/11222222223031/9903	11222222223031/1111112/9903
2641112/1223331/1304	1223331/2641112/1304
991111111111111112/1230123112234112223912223611111111111234123511233111239123631/5448	1230123112234112223912223611111111111234123511233111239123631/991111111111111112/5448
37901112/1222391112238123231/2215	1222391112238123231/37901112/2215
711111112/12222230123231/6255	12222230123231/711111112/6255
7393461112/1111223831/0876	1111223831/7393461112/0876
681112/1122301111111223511222351223431/6062	1122301111111223511222351223431/681112/6062
51112/1222235111111111222222223131/1734	1222235111111111222222223131/51112/1734
4691111111112/123831/3030	123831/4691111111112/3030
61112/123131/6057	123131/61112/6057
6111112/1112381112311223631/7706	1112381112311223631/6111112/7706
82821111111112/1223531/1472	1223531/82821111111112/1472
61111111112/123031/2017	123031/61111111112/2017
7111112/1223812321123331/6828	1223812321123331/7111112/6828
101112/1112223612371123431/3714	1112223612371123431/101112/3714
9461112/111223131/6341	111223131/9461112/6341
81111111112/1123131/4718	1123131/81111111112/4718
5001112/1112223412381123131/2408	1112223412381123131/5001112/2408
6111112/11111122233122223631/0256	11111122233122223631/6111112/0256
61411112/122222223931/3448	122222223931/61411112/3448
81112/112222222371111111222381122301223431/1722	112222222371111111222381122301223431/81112/1722
91111111112/123211111112222237122222222371223331/6618	123211111112222237122222222371223331/91111111112/6618
61111111112/12321222222351223331/2065	12321222222351223331/61111111112/2065
311111112/1111111111123711235123111222223912381122341111223511123831/7763	1111111111123711235123111222223912381122341111223511123831/311111112/7763
34111112/111111112223331/8747	111111112223331/34111112/8747
15111112/11236111223631/7961	11236111223631/15111112/7961
41111112/1112223231/7960	1112223231/41111112/7960
031112/12222223831/6786	12222223831/031112/6786
672291112/11123631/6330	11123631/672291112/6330
91111111111111112/1222230123812223731/7074	1222230123812223731/91111111111111112/7074
61111111112/1112223511122235123511223111222301123531/0495	1112223511122235123511223111222301123531/61111111112/0495
211111112/11223131/0063	11223131/211111112/0063
44111112/1112301112223231/7234	1112301112223231/44111112/7234
8112111112/11223431/8710	11223431/8112111112/8710
411111111111111112/112331230111123331/7343	112331230111123331/411111111111111112/7343
648811111111111112/11239122223331/1404	11239122223331/648811111111111112/1404
9111111111112/111235123212222223731/1559	111235123212222223731/9111111111112/1559
86111111111112/111123711222331123931/7900	111123711222331123931/86111111111112/7900
391111111112/111111122222222230112223331/3748	111111122222222230112223331/391111111112/3748
9491112/11122223631/5058	11122223631/9491112/5058
6111112/111122230112223131/7968	111122230112223131/6111112/7968
3991111111112/111111122223531/1382	111111122223531/3991111111112/1382
69141112/112222222222222331222223031/0513	112222222222222331222223031/69141112/0513
6111112/1123431/6942	1123431/6111112/6942
8071112/12321123831/3137	12321123831/8071112/3137
61111111112/12321122301122223031/7843	12321122301122223031/61111111112/7843
4711111112/1112222230123212223631/8198	1112222230123212223631/4711111112/8198
0111112/122223631/4867	122223631/0111112/4867
75111112/1111223811222223531/8265	1111223811222223531/75111112/8265
21111111111111111111111111112/11123411223731/3004	11123411223731/21111111111111111111111111112/3004
3241111111112/1123811122391111111112230112371222222223031/0670	1123811122391111111112230112371222222223031/3241111111112/0670
4511111112/11112351112301223811222361223431/1457	11112351112301223811222361223431/4511111112/1457
511111112/1223012222301111223912222223131/1710	1223012222301111223912222223131/511111112/1710
387925330328011111112/123811222223731/1120	123811222223731/387925330328011111112/1120
13451201112/123231/4735	123231/13451201112/4735
8811111112/122222222237112331122231111235112222222222223231/0477	122222222237112331122231111235112222222222223231/8811111112/0477
7111112/1111123131/6338	1111123131/7111112/6338
229111111111112/1223731/6793	1223731/229111111111112/6793
051112/1111112341123912223811112331222223031/4906	1111112341123912223811112331222223031/051112/4906
31112/112223331/4056	112223331/31112/4056
8111111111112/1223631/7388	1223631/8111111111112/7388
88911111112/11111111111111223231/2782	11111111111111223231/88911111112/2782
5381112/112223511222381111122222223731/8885	112223511222381111122222223731/5381112/8885
711111112/12321123231/6799	12321123231/711111112/6799
8111112/11238112361122223731/6838	11238112361122223731/8111112/6838
624111112/1123131/3475	1123131/624111112/3475
91311111111111112/123131/8534	123131/91311111111111112/8534
940111112/11122351112301234111233112301111223831/8892	11122351112301234111233112301111223831/940111112/8892
81112/123331/2391	123331/81112/2391
232141411111112/122223231/0450	122223231/232141411111112/0450
71716629303290525111112/123431/8038	123431/71716629303290525111112/8038
51112/122223531/9460	122223531/51112/9460
51112/1223631/2236	1223631/51112/2236
61112/112223131/7648	112223131/61112/7648
21112/1111122230112341112223031/7558	1111122230112341112223031/21112/7558
81112/111222361123812233111222222331122222222301112223331/0716	111222361123812233111222222331122222222301112223331/81112/0716
41112/1111222222321111222321123931/2025	1111222222321111222321123931/41112/2025
911111112/12331123231/2625	12331123231/911111112/2625
0777111112/12236122222233111223611111111123531/6587	12236122222233111223611111111123531/0777111112/6587
0431112/112222361222391223931/9139	112222361222391223931/0431112/9139
714111111111112/12381222222223812311122232112223612222223311122223331/3552	12381222222223812311122232112223612222223311122223331/714111111111112/3552
41111111112/11112301223211122222222222223931/0961	11112301223211122222222222223931/41111111112/0961
111112/11112381111237112222311223831/3148	11112381111237112222311223831/111112/3148
590111112/11112231123131/2482	11112231123131/590111112/2482
18711111111112/1235111222301123831/8660	1235111222301123831/18711111111112/8660
51112/123231/9363	123231/51112/9363
3811111112/1123811222223231/1595	1123811222223231/3811111112/1595
299463111112/12238122361122223131/6878	12238122361122223131/299463111112/6878
91111111112/11236111222223831/6720	11236111222223831/91111111112/6720
66111112/111222223331/1527	111222223331/66111112/1527
41112/1223312223131/8490	1223312223131/41112/8490
01112/122331236122222223631/8154	122331236122222223631/01112/8154
61112/1222222331222321237123611111223512222222223231/1655	1222222331222321237123611111223512222222223231/61112/1655
711111112/111223331/3191	111223331/711111112/3191
201112/123131/9158	123131/201112/9158
41112/12237123631/3057	12237123631/41112/3057
581112/1111223331/7219	1111223331/581112/7219
61112/111122223731/7642	111122223731/61112/7642
51112/1123931/7429	1123931/51112/7429
111111111111112/123431/2515	123431/111111111111112/2515
11111111111111112/12223931/1787	12223931/11111111111111112/1787
071112/11223011223431/1557	11223011223431/071112/1557
8441112/1222223431/9527	1222223431/8441112/9527
781112/122223931/4817	122223931/781112/4817
278601111111112/11238123511123111123331/1342	11238123511123111123331/278601111111112/1342
6171112/1122301223112223131/0229	1122301223112223131/6171112/0229
71112/12232111223731/9842	12232111223731/71112/9842
93321112/111222237112222331123231/6395	111222237112222331123231/93321112/6395
5111112/123631/4958	123631/5111112/4958
31111112/11122381111123031/4255	11122381111123031/31111112/4255
2111112/11223731/1547	11223731/2111112/1547
11112/1111232111222222237123131/5504	1111232111222222237123131/11112/5504
861112/1111111222223731/9575	1111111222223731/861112/9575
6399111112/111235123111223831/0408	111235123111223831/6399111112/0408
5111112/1111123531/2869	1111123531/5111112/2869
68111112/12351111231122223711223931/2213	12351111231122223711223931/68111112/2213
032351112/122222223331/5081	122222223331/032351112/5081
41111111112/111123912234122223612232122223031/6259	111123912234122223612232122223031/41111111112/6259
277111112/12321111111112234111123231/3433	12321111111112234111123231/277111112/3433
61112/11231123331/0570	11231123331/61112/0570
38111112/1123931/4807	1123931/38111112/4807
4411111111111111111111112/11222223612222222301122223631/9504	11222223612222222301122223631/4411111111111111111111112/9504
591112/122223212223631/9240	122223212223631/591112/9240
2487071112/12222222237123431/1398	12222222237123431/2487071112/1398
6111112/1122223731/9907	1122223731/6111112/9907
73571111111112/111234123811122234123711122222222233123631/4311	111234123811122234123711122222222233123631/73571111111112/4311
21501112/12223931/7387	12223931/21501112/7387
891112/122235122238123512222222311222234122235112234111123331/3542	122235122238123512222222311222234122235112234111123331/891112/3542
471336610111112/122238122223431/2232	122238122223431/471336610111112/2232
7038811111111111112/1111112237122223231/9792	1111112237122223231/7038811111111111112/9792
6111111111112/1236123331/1336	1236123331/6111111111112/1336
341112/11112381222223131/8196	11112381222223131/341112/8196
411111112/111223231/8477	111223231/411111112/8477
1751112/1111230123231/1558	1111230123231/1751112/1558
01111111112/111122311123431/5283	111122311123431/01111111112/5283
61112/12233123431/2385	12233123431/61112/2385
41112/11112331123931/7009	11112331123931/41112/7009
0996011111111111112/1111122222341222232111122222381234123231/1303	1111122222341222232111122222381234123231/0996011111111111112/1303
85111112/11123431/3733	11123431/85111112/3733
7502531112/123531/7925	123531/7502531112/7925
01112/11123611112223531/2234	11123611112223531/01112/2234
4311111111111112/11111223231/1598	11111223231/4311111111111112/1598
51112/12223931/3545	12223931/51112/3545
931112/123212223711222238123631/7442	123212223711222238123631/931112/7442
3811111112/123031/0142	123031/3811111112/0142
891112/1111123912222235122321111111236112222223431/1215	1111123912222235122321111111236112222223431/891112/1215
