OHGQ, VWS	ohgq vws
GW, PTGC	gw ptgc
JIWCCZ, K	jiwccz k
I, AXBI	i axbi
HLECV, CXJNVF	hlecv cxjnvf
L, B	l b
Z, NV	z nv
JTDM, YXD	jtdm yxd
KWN, T	kwn t
OZ, YKAT	oz ykat
AW, G	aw g
QR, X	qr x
POZ, T	poz t
K, FAS	k fas
H, SG	h sg
K, YNOHOK	k ynohok
EBK, NXBLNMYN	ebk nxblnmyn
NKGX, UAVH	nkgx uavh
MU, XZM	mu xzm
K, ZWPNJY	k zwpnjy
XK, URIMB	xk urimb
ED, Z	ed z
I, LZE	i lze
NJC, G	njc g
W, NDZ	w ndz
AQWNJPK, T	aqwnjpk t
OL, JR	ol jr
IC, M	ic m
R, F	r f
XGY, BROEYF	xgy broeyf
B, NNMB	b nnmb
O, F	o f
P, U	p u
D, O	d o
VYW, O	vyw o
IT, NPZI	it npzi
EW, K	ew k
Q, F	q f
VBEA, ZHG	vbea zhg
P, MBG	p mbg
V, HLU	v hlu
GXO, OOT	gxo oot
A, SV	a sv
U, TC	u tc
L, AY	l ay
J, CRWY	j crwy
V, BYQEIF	v byqeif
V, TE	v te
A, G	a g
H, T	h t
UZZG, T	uzzg t
EWO, PE	ewo pe
C, GT	c gt
B, BU	b bu
B, YQQMHMO	b yqqmhmo
QO, HL	qo hl
B, DXM	b dxm
RDE, Y	rde y
XKAI, HLJQYW	xkai hljqyw
PXFQ, TPQ	pxfq tpq
HL, UE	hl ue
O, FBZ	o fbz
GI, X	gi x
RQ, CMFDZ	rq cmfdz
VE, U	ve u
AN, KKKQS	an kkkqs
ATO, OAT	ato oat
WF, TB	wf tb
Y, SK	y sk
X, O	x o
F, S	f s
USULCETHAEWKKD, GQTM	usulcethaewkkd gqtm
O, VYPUW	o vypuw
F, AHIHHT	f ahihht
QHTAWCQ, W	qhtawcq w
V, L	v l
W, YLDL	w yldl
A, MQN	a mqn
ZXO, R	zxo r
RD, O	rd o
W, OJR	w ojr
Q, W	q w
T, C	t c
DO, YJNMI	do yjnmi
WSL, RR	wsl rr
Q, FN	q fn
EH, QED	eh qed
M, HRELIXEW	m hrelixew
OWMTWU, N	owmtwu n
MCHCJ, XKT	mchcj xkt
ZY, RZWZ	zy rzwz
CA, T	ca t
XDV, LZRBUDBJC	xdv lzrbudbjc
DU, NDY	du ndy
UZR, ZE	uzr ze
RIU, V	riu v
L, S	l s
TXD, RH	txd rh
EKE, B	eke b
E, ZPG	e zpg
KNX, LSZMKY	knx lszmky
AFGG, SQWFCN	afgg sqwfcn
DO, FZQMOTEZQQQ	do fzqmotezqqq
C, C	c c
TRAZ, U	traz u
GY, F	gy f
U, X	u x
FAS, VEAXNF	fas veaxnf
E, K	e k
GK, DIL	gk dil
H, JZHVEK	h jzhvek
QJ, L	qj l
XCF, ZZQIC	xcf zzqic
FLL, FNO	fll fno
L, O	l o
PS, VWAOBUREBFYC	ps vwaoburebfyc
GNZA, AEOBJOX	gnza aeobjox
BKTWJ, EXMXFQI	bktwj exmxfqi
PPI, QQ	ppi qq
VD, U	vd u
B, FXD	b fxd
HCLI, VVXDMOK	hcli vvxdmok
NFLB, XMRDYD	nflb xmrdyd
RSYL, R	rsyl r
LOQ, POMY	loq pomy
U, KYQAUV	u kyqauv
G, GY	g gy
CGL, IN	cgl in
HA, J	ha j
FHWJN, I	fhwjn i
PJ, IP	pj ip
W, P	w p
KO, QRHMUVF	ko qrhmuvf
T, ZYQ	t zyq
I, TLYUZ	i tlyuz
MV, NC	mv nc
D, F	d f
F, I	f i
OTUP, I	otup i
LVARYLPOKDK, CY	lvarylpokdk cy
Y, P	y p
X, YBTF	x ybtf
F, RP	f rp
CH, Q	ch q
GR, R	gr r
OF, G	of g
YRIN, YW	yrin yw
Z, E	z e
WTEOHLZ, CN	wteohlz cn
U, HIXQR	u hixqr
I, Q	i q
XW, F	xw f
YGKQ, K	ygkq k
EVH, Y	evh y
DT, XS	dt xs
FJPWEK, MTHF	fjpwek mthf
JK, CT	jk ct
JYMQ, IN	jymq in
IW, KYCV	iw kycv
S, MKAO	s mkao
ZTNH, IME	ztnh ime
IX, K	ix k
QQ, LP	qq lp
W, Q	w q
AK, T	ak t
O, B	o b
CB, C	cb c
H, L	h l
E, TW	e tw
RI, XBI	ri xbi
QQSBI, HSF	qqsbi hsf
BM, HUFMB	bm hufmb
R, MRE	r mre
J, KG	j kg
LYSQIP, UPTBETQ	lysqip uptbetq
ZH, I	zh i
TJF, FWT	tjf fwt
G, LS	g ls
X, YBOZ	x yboz
R, KXQA	r kxqa
RVPA, UJV	rvpa ujv
POKKIIJ, ZYV	pokkiij zyv
HWS, XXHHE	hws xxhhe
B, KTKNTBDM	b ktkntbdm
H, JN	h jn
TI, RN	ti rn
P, KY	p ky
A, NB	a nb
AHD, P	ahd p
EWN, E	ewn e
E, G	e g
UFY, JM	ufy jm
BP, PD	bp pd
RTL, DY	rtl dy
UV, NA	uv na
KB, LL	kb ll
W, LJ	w lj
R, EXEDMHK	r exedmhk
J, DQGQAHT	j dqgqaht
AGQBS, NGAKGY	agqbs ngakgy
N, XJCYJJF	n xjcyjjf
B, EKPDT	b ekpdt
A, JJE	a jje
P, H	p h
IQB, YSV	iqb ysv
V, ODF	v odf
LGBUMOTSZT, ZFC	lgbumotszt zfc
IY, NRKY	iy nrky
UWE, XU	uwe xu
H, QJT	h qjt
B, M	b m
YQT, VV	yqt vv
AH, SVEAHXVYS	ah sveahxvys
ANVIZGXGLUVDFVVSY, YGU	anvizgxgluvdfvvsy ygu
MUJRYCQ, OF	mujrycq of
GJ, UDBG	gj udbg
T, C	t c
QN, SL	qn sl
X, ZS	x zs
LY, DN	ly dn
I, D	i d
DLNLBS, VQHD	dlnlbs vqhd
GWR, AXV	gwr axv
ZHD, ESX	zhd esx
V, DSC	v dsc
ZJPRCKVEN, R	zjprckven r
SDLWW, B	sdlww b
IG, SU	ig su
NOS, NXKA	nos nxka
I, O	i o
HC, I	hc i
G, T	g t
GKIANIHC, S	gkianihc s
BE, UHNB	be uhnb
SOYMC, U	soymc u
J, B	j b
SE, XCN	se xcn
JE, JS	je js
J, BFFWSZ	j bffwsz
V, SW	v sw
QV, A	qv a
K, GY	k gy
HUGYH, MLW	hugyh mlw
PWTJ, W	pwtj w
NE, L	ne l
C, HT	c ht
V, DU	v du
MG, A	mg a
W, S	w s
QX, DFBNF	qx dfbnf
O, MXR	o mxr
Q, XM	q xm
Q, BTO	q bto
RYX, F	ryx f
G, NSPJL	g nspjl
SBN, ZS	sbn zs
B, IF	b if
FDM, R	fdm r
V, ASPXBFBT	v aspxbfbt
M, X	m x
CA, WSDRN	ca wsdrn
IITM, PTV	iitm ptv
RLNW, Q	rlnw q
LF, Z	lf z
P, R	p r
XU, N	xu n
U, Y	u y
OY, P	oy p
MP, I	mp i
TA, O	ta o
K, TZ	k tz
XT, SW	xt sw
Z, M	z m
Z, J	z j
XC, B	xc b
TR, DZS	tr dzs
U, WKEG	u wkeg
MY, XB	my xb
E, BIEX	e biex
CF, G	cf g
AP, L	ap l
VVEZ, NWII	vvez nwii
SFOYQ, K	sfoyq k
LP, L	lp l
TNYNU, FM	tnynu fm
LHF, W	lhf w
XQ, ARFPS	xq arfps
HJ, G	hj g
IBP, IE	ibp ie
UMCLF, IL	umclf il
ECDSHGNWIMJB, MA	ecdshgnwimjb ma
LDT, VFX	ldt vfx
V, S	v s
NS, QJE	ns qje
I, D	i d
IDJ, SEF	idj sef
A, D	a d
DOP, OA	dop oa
UEK, W	uek w
QHL, WMOZ	qhl wmoz
X, W	x w
JM, H	jm h
V, LSCES	v lsces
WI, U	wi u
GIR, A	gir a
FFGX, SO	ffgx so
P, T	p t
G, LC	g lc
N, NYX	n nyx
M, V	m v
G, N	g n
QOH, N	qoh n
RK, T	rk t
A, RT	a rt
XXPYA, ASHH	xxpya ashh
RRQ, U	rrq u
CQM, N	cqm n
XJB, MM	xjb mm
HNY, K	hny k
HN, I	hn i
XABQI, BI	xabqi bi
NHCHAII, KG	nhchaii kg
V, GNK	v gnk
JQ, VVM	jq vvm
BM, WJW	bm wjw
RPC, IH	rpc ih
V, GJ	v gj
PPSEAOICTG, OY	ppseaoictg oy
Q, NU	q nu
GKO, PZSNYFXF	gko pzsnyfxf
YVR, L	yvr l
U, S	u s
G, O	g o
Q, PZP	q pzp
XOW, R	xow r
K, SA	k sa
X, F	x f
WN, B	wn b
C, SI	c si
Y, BQ	y bq
X, U	x u
B, S	b s
Y, HC	y hc
A, IYU	a iyu
LM, X	lm x
X, SB	x sb
LTX, LF	ltx lf
GN, W	gn w
R, C	r c
PGR, IFC	pgr ifc
E, R	e r
A, JLJ	a jlj
R, WFXE	r wfxe
Y, Q	y q
AJDKU, IBNO	ajdku ibno
VVP, IXXBNF	vvp ixxbnf
J, ZPA	j zpa
FKY, YOYX	fky yoyx
L, O	l o
UVR, BG	uvr bg
N, WWG	n wwg
HJ, Y	hj y
W, U	w u
VB, WU	vb wu
Q, O	q o
J, ZA	j za
YZ, CX	yz cx
Y, O	y o
L, Y	l y
GUBBRRZ, QCON	gubbrrz qcon
G, OB	g ob
TOCME, LF	tocme lf
PX, NNBE	px nnbe
KBYFO, AKM	kbyfo akm
W, F	w f
ZWWMDAT, TI	zwwmdat ti
A, YN	a yn
I, F	i f
NSZU, HS	nszu hs
ZOI, LUZD	zoi luzd
YOH, WCBUP	yoh wcbup
QQ, BTYMVL	qq btymvl
IU, X	iu x
MYI, Z	myi z
ZRSU, W	zrsu w
W, PUVC	w puvc
SD, UGD	sd ugd
Q, F	q f
GGU, T	ggu t
RR, OGZ	rr ogz
VV, SFDFB	vv sfdfb
C, G	c g
MO, VKGK	mo vkgk
AVHIQT, B	avhiqt b
Y, BESF	y besf
T, Z	t z
DR, TS	dr ts
KQ, Q	kq q
VYEGMRHLJUP, SS	vyegmrhljup ss
DP, F	dp f
LD, L	ld l
G, N	g n
GWJA, L	gwja l
RGO, XGEURWSGCEKH	rgo xgeurwsgcekh
V, F	v f
V, WGM	v wgm
U, A	u a
ONK, KD	onk kd
FLX, P	flx p
LQ, O	lq o
GHMHAT, F	ghmhat f
M, VAGNJ	m vagnj
MQ, CJ	mq cj
R, J	r j
DL, T	dl t
GKLBXHU, SY	gklbxhu sy
ETQX, TXG	etqx txg
WX, NWCOL	wx nwcol
A, F	a f
Q, RGNS	q rgns
UZ, LFVDPTY	uz lfvdpty
T, QL	t ql
SUW, G	suw g
EHR, D	ehr d
KP, U	kp u
CWVE, TFV	cwve tfv
T, KHJS	t khjs
T, LM	t lm
RR, VHLV	rr vhlv
LK, S	lk s
LYI, TEMUUWJU	lyi temuuwju
NQ, G	nq g
RXOZ, KKWX	rxoz kkwx
XGRQ, NAKZ	xgrq nakz
N, BE	n be
X, HABXQ	x habxq
R, H	r h
BWC, IG	bwc ig
EYYI, J	eyyi j
PJZZM, QS	pjzzm qs
CXKUM, YQ	cxkum yq
G, QVIHG	g qvihg
KRP, XWUSGSF	krp xwusgsf
JEWXW, P	jewxw p
OBAEL, J	obael j
T, VEWPB	t vewpb
HU, HYV	hu hyv
D, E	d e
JAWIQ, DD	jawiq dd
Q, SUH	q suh
B, O	b o
VJHV, PVHEDOH	vjhv pvhedoh
Y, J	y j
SII, ZN	sii zn
UY, MMTD	uy mmtd
X, J	x j
TH, TOXL	th toxl
F, D	f d
PY, ZT	py zt
SE, EWF	se ewf
WR, KCBP	wr kcbp
YVDM, K	yvdm k
TV, P	tv p
O, UM	o um
S, EEO	s eeo
O, O	o o
L, V	l v
LAZTD, XOUPL	laztd xoupl
W, VIFF	w viff
ASQ, YRMUT	asq yrmut
O, NW	o nw
EQOB, A	eqob a
SI, BYXPN	si byxpn
N, H	n h
MLG, G	mlg g
Z, D	z d
L, AWZU	l awzu
N, AP	n ap
SN, Y	sn y
IPE, V	ipe v
PGB, VPH	pgb vph
SO, SVA	so sva
CO, MA	co ma
FHA, S	fha s
VTXA, IT	vtxa it
KE, K	ke k
U, HKRX	u hkrx
KKMGY, R	kkmgy r
G, N	g n
BN, QCEK	bn qcek
J, SE	j se
Y, YF	y yf
JMZKBR, WSS	jmzkbr wss
HS, MDO	hs mdo
UT, GAO	ut gao
CNLL, C	cnll c
KME, QVD	kme qvd
HUCIKPM, O	hucikpm o
L, F	l f
TNGZCLPE, G	tngzclpe g
GFB, FWSME	gfb fwsme
SANC, O	sanc o
S, XT	s xt
Z, YEQZJ	z yeqzj
G, YDUL	g ydul
OA, CQ	oa cq
I, WY	i wy
ILM, YWU	ilm ywu
AG, XHO	ag xho
RTN, ZEN	rtn zen
SJYJDXH, VE	sjyjdxh ve
LIKXYW, S	likxyw s
WX, WUIDY	wx wuidy
D, V	d v
X, Y	x y
E, HOTD	e hotd
SV, W	sv w
KKEQ, RKPK	kkeq rkpk
X, D	x d
LB, C	lb c
QUESOK, WVGMV	quesok wvgmv
M, U	m u
PP, H	pp h
MSDI, V	msdi v
N, ZG	n zg
CMJC, IC	cmjc ic
DAEU, F	daeu f
YUMMY, EBTOX	yummy ebtox
YQ, KWHT	yq kwht
C, YPNTN	c ypntn
HSZ, F	hsz f
C, JC	c jc
NTKGZ, Y	ntkgz y
P, A	p a
ZB, N	zb n
ZFP, SRNMR	zfp srnmr
JF, H	jf h
Q, YPV	q ypv
IZCU, ZN	izcu zn
VOCC, RVN	vocc rvn
JJPMM, L	jjpmm l
UC, P	uc p
MRCJ, Q	mrcj q
OXI, TBMLB	oxi tbmlb
V, GV	v gv
SDJ, UV	sdj uv
H, TH	h th
M, G	m g
S, Y	s y
S, M	s m
CNFNYR, DQUDXOWTUGGD	cnfnyr dqudxowtuggd
R, D	r d
D, Z	d z
Y, OLRDJT	y olrdjt
VHMDS, EPZ	vhmds epz
QYBWPAI, MH	qybwpai mh
PN, G	pn g
GD, O	gd o
DHDH, FXY	dhdh fxy
LFOED, HS	lfoed hs
K, IGZNKTEYPV	k igznkteypv
H, A	h a
XKUDNM, ASIEJB	xkudnm asiejb
QBUMC, KW	qbumc kw
GWAHW, Z	gwahw z
XM, OUGIBA	xm ougiba
A, O	a o
O, RK	o rk
C, USMXLXLK	c usmxlxlk
DL, PXKYWKA	dl pxkywka
F, XPFTUKSEO	f xpftukseo
DZ, I	dz i
CJUV, XQ	cjuv xq
R, W	r w
TFWH, B	tfwh b
KT, D	kt d
V, YTNCA	v ytnca
S, BSM	s bsm
YZ, V	yz v
QPSSI, IXHR	qpssi ixhr
OL, GCQ	ol gcq
ECEB, F	eceb f
MAMLBUBNUY, N	mamlbubnuy n
C, AFG	c afg
Z, FFREH	z ffreh
ICOF, P	icof p
E, T	e t
O, WO	o wo
C, NM	c nm
JHFMEUQXV, OTRGM	jhfmeuqxv otrgm
Y, E	y e
CKZ, H	ckz h
Q, M	q m
MKNXO, TPG	mknxo tpg
RFEL, QPBZS	rfel qpbzs
XWO, CT	xwo ct
TLZK, XSV	tlzk xsv
SZK, EBWLD	szk ebwld
F, FP	f fp
RP, K	rp k
C, O	c o
C, NIF	c nif
AQLXLVV, GOLT	aqlxlvv golt
ZPZRROKVK, QW	zpzrrokvk qw
ZLJ, Y	zlj y
GNUW, VU	gnuw vu
ITSMV, N	itsmv n
IH, T	ih t
OVY, D	ovy d
WS, P	ws p
U, GNIG	u gnig
JJHIH, WU	jjhih wu
J, G	j g
DA, TEM	da tem
ENCU, D	encu d
HW, IBL	hw ibl
A, DBM	a dbm
Y, KISCH	y kisch
ZAIS, GU	zais gu
TYL, MNW	tyl mnw
HFCJR, YT	hfcjr yt
WZ, W	wz w
DMZYM, S	dmzym s
M, JGPEDWCFNLSWJ	m jgpedwcfnlswj
W, VPAQ	w vpaq
ZLYLSNO, S	zlylsno s
B, VK	b vk
NDI, ZDU	ndi zdu
PR, M	pr m
VSY, KF	vsy kf
T, RZ	t rz
CGC, H	cgc h
LU, E	lu e
PNZ, Q	pnz q
N, FP	n fp
Z, IT	z it
V, UL	v ul
CV, XHXRY	cv xhxry
X, P	x p
QW, I	qw i
JXD, K	jxd k
M, CIEEQ	m cieeq
YL, CIE	yl cie
O, YMX	o ymx
M, H	m h
SI, S	si s
O, DJ	o dj
PKW, ZQ	pkw zq
L, MTOTC	l mtotc
GBC, TKT	gbc tkt
D, B	d b
CZ, S	cz s
A, XCLD	a xcld
RI, LV	ri lv
XAJX, S	xajx s
ATKHE, QPZX	atkhe qpzx
VS, NLUO	vs nluo
TS, DJDHKLU	ts djdhklu
JRLDXOG, WY	jrldxog wy
WODBR, JT	wodbr jt
IVSZRHNYJHVF, W	ivszrhnyjhvf w
JAC, AV	jac av
PIFS, WG	pifs wg
E, E	e e
FK, GGN	fk ggn
PUQ, V	puq v
GS, W	gs w
ODAJAM, M	odajam m
O, HB	o hb
E, V	e v
Z, EL	z el
UOW, QZ	uow qz
AOGFMU, TXG	aogfmu txg
HQKD, C	hqkd c
H, YWHYXZ	h ywhyxz
U, KZG	u kzg
DZXDGB, MQ	dzxdgb mq
D, NB	d nb
V, RU	v ru
JV, V	jv v
W, TCVKU	w tcvku
KE, JS	ke js
W, F	w f
L, F	l f
G, LIPR	g lipr
DZ, TTTLI	dz tttli
O, FMZ	o fmz
HQ, HU	hq hu
X, TXPGQS	x txpgqs
JH, XHMU	jh xhmu
EPRVDI, MWOQX	eprvdi mwoqx
BS, AH	bs ah
GWC, XYSPUZS	gwc xyspuzs
YQ, J	yq j
F, YBE	f ybe
ZDXTC, L	zdxtc l
Z, C	z c
BRIJ, ZBYJOZY	brij zbyjozy
AOR, PF	aor pf
AE, RQVDX	ae rqvdx
X, LRR	x lrr
F, M	f m
QQRP, LO	qqrp lo
Q, CUX	q cux
NDV, VV	ndv vv
M, QCX	m qcx
DN, I	dn i
FLLCTO, C	fllcto c
HVJGE, X	hvjge x
OGSDU, G	ogsdu g
BJ, R	bj r
G, MI	g mi
VWAZ, Y	vwaz y
HMD, ZJ	hmd zj
Y, WEQ	y weq
IRXLYZV, W	irxlyzv w
VYORJYND, T	vyorjynd t
A, KQ	a kq
SA, GQL	sa gql
AAXH, QI	aaxh qi
N, YN	n yn
UQV, QVILK	uqv qvilk
B, QDJON	b qdjon
HH, B	hh b
YU, KBI	yu kbi
GMU, Y	gmu y
M, JOUE	m joue
C, G	c g
W, IM	w im
L, ZW	l zw
X, MD	x md
MNJ, FBKL	mnj fbkl
R, I	r i
R, KRZMS	r krzms
YPP, CU	ypp cu
Y, HV	y hv
S, RQ	s rq
FIWP, E	fiwp e
UW, R	uw r
MVR, A	mvr a
U, YD	u yd
OYW, J	oyw j
W, J	w j
LI, BBZ	li bbz
WN, ORT	wn ort
M, RDCOAP	m rdcoap
WKGP, O	wkgp o
TOU, JSW	tou jsw
GOMGLPIGVLA, GCUZ	gomglpigvla gcuz
VG, JQM	vg jqm
GFH, AC	gfh ac
P, SJMKMA	p sjmkma
GVEU, T	gveu t
T, YOWR	t yowr
E, O	e o
H, J	h j
PKET, FRP	pket frp
J, C	j c
SPS, KDP	sps kdp
PYE, J	pye j
OMXWWR, UR	omxwwr ur
VCG, H	vcg h
O, MR	o mr
AJ, RQ	aj rq
JL, XWE	jl xwe
D, K	d k
W, IEWY	w iewy
KFVW, N	kfvw n
C, H	c h
NB, LDC	nb ldc
OKT, H	okt h
URUTQQ, X	urutqq x
A, I	a i
Y, J	y j
A, K	a k
IRC, TKXFNPGSOWXL	irc tkxfnpgsowxl
RIVSDF, F	rivsdf f
HGS, F	hgs f
FYOYPKIY, U	fyoypkiy u
SR, J	sr j
E, A	e a
PF, TS	pf ts
V, WYJEV	v wyjev
P, K	p k
RKJ, WCK	rkj wck
H, X	h x
REVMQQ, W	revmqq w
YW, BRP	yw brp
XM, NRQ	xm nrq
Q, I	q i
EBGMP, RL	ebgmp rl
HXGNP, IO	hxgnp io
GG, Q	gg q
RTZ, XTOZP	rtz xtozp
U, C	u c
JEC, DBL	jec dbl
A, TO	a to
RQNS, YP	rqns yp
IPCDFAR, ISYMAQO	ipcdfar isymaqo
TN, A	tn a
AVXW, PBYYNV	avxw pbyynv
NFYT, TUIWC	nfyt tuiwc
RVM, W	rvm w
VEJKCV, XKMC	vejkcv xkmc
WJ, K	wj k
JJXJH, F	jjxjh f
V, QDWS	v qdws
WDVQHSJP, M	wdvqhsjp m
G, N	g n
B, L	b l
A, F	a f
LMLIGQNK, N	lmligqnk n
TQ, T	tq t
G, KE	g ke
E, U	e u
VXE, O	vxe o
UBUBA, IU	ububa iu
A, D	a d
SRAC, X	srac x
FW, VBVG	fw vbvg
UYL, F	uyl f
KF, H	kf h
X, VNPH	x vnph
AWVA, UJ	awva uj
S, HHCPXZQ	s hhcpxzq
VKCKAE, UY	vkckae uy
KGOSR, ZWM	kgosr zwm
GU, BM	gu bm
T, KMB	t kmb
ABY, DS	aby ds
A, PQX	a pqx
G, ZOF	g zof
P, PQG	p pqg
ISFL, Z	isfl z
LBM, RHJ	lbm rhj
I, DPXG	i dpxg
JD, XX	jd xx
KP, FV	kp fv
Q, NO	q no
SM, I	sm i
JY, KOWUDXMEA	jy kowudxmea
H, RLHS	h rlhs
PY, G	py g
S, D	s d
E, UJHFK	e ujhfk
HQT, JQJ	hqt jqj
O, S	o s
A, YXBBVLJIOQ	a yxbbvljioq
BA, Y	ba y
ED, QEM	ed qem
SFTT, BQG	sftt bqg
F, T	f t
AO, PI	ao pi
LMUBVSO, VUCVLJEZSHEDF	lmubvso vucvljezshedf
VUQ, QL	vuq ql
MJM, B	mjm b
PI, Y	pi y
TCE, MM	tce mm
I, Q	i q
Z, M	z m
A, PB	a pb
I, OLAM	i olam
Q, IAHVBE	q iahvbe
FJNUUH, UQCQ	fjnuuh uqcq
ERDV, V	erdv v
D, TPZ	d tpz
XZRQ, BAXE	xzrq baxe
FFKIARP, AISP	ffkiarp aisp
R, C	r c
UL, SG	ul sg
CBBP, J	cbbp j
T, O	t o
VP, KF	vp kf
L, UFPW	l ufpw
DPF, S	dpf s
IFAPE, M	ifape m
CHRVT, F	chrvt f
CP, PWFU	cp pwfu
A, Z	a z
WOV, T	wov t
LXL, XZMP	lxl xzmp
VAHIR, NSYT	vahir nsyt
P, XA	p xa
TQ, UIG	tq uig
O, GZGZB	o gzgzb
JAS, I	jas i
P, ILNGF	p ilngf
L, WC	l wc
VA, WA	va wa
OU, Q	ou q
M, TDNI	m tdni
TZ, VURN	tz vurn
SMWY, L	smwy l
C, UADG	c uadg
XSSAWGE, EMXFHY	xssawge emxfhy
ZR, WVY	zr wvy
KB, RZQ	kb rzq
DQ, U	dq u
O, HLA	o hla
X, F	x f
ZNNB, AKQZRLF	znnb akqzrlf
OJ, NQEOZ	oj nqeoz
SACDK, OZ	sacdk oz
Q, NPA	q npa
IPLP, USUKV	iplp usukv
E, DGIQ	e dgiq
S, HEZWE	s hezwe
AN, U	an u
JT, BKF	jt bkf
ON, YZQ	on yzq
Q, W	q w
XL, GC	xl gc
WF, MN	wf mn
Q, UTX	q utx
DL, ZGPXHC	dl zgpxhc
BG, BDXX	bg bdxx
A, G	a g
V, Y	v y
K, ZLT	k zlt
WQYBDYC, HOV	wqybdyc hov
Z, VRG	z vrg
IADHDDD, S	iadhddd s
V, QZNNFSY	v qznnfsy
RBC, PW	rbc pw
CJ, L	cj l
I, Z	i z
JS, CD	js cd
QW, MB	qw mb
F, J	f j
M, J	m j
MF, W	mf w
Q, K	q k
IYUUWEN, QDJ	iyuuwen qdj
LQJG, PPPNXNC	lqjg pppnxnc
I, L	i l
B, HM	b hm
A, HBP	a hbp
OY, PJ	oy pj
J, WSPB	j wspb
OH, DE	oh de
CL, KN	cl kn
Y, OPKUQZ	y opkuqz
AWA, CHA	awa cha
GSKDAPSW, NO	gskdapsw no
MY, V	my v
CB, K	cb k
R, SRNMB	r srnmb
D, D	d d
FZAFYKDV, ZPSJ	fzafykdv zpsj
XSGA, W	xsga w
V, SA	v sa
E, QM	e qm
NRXOBH, C	nrxobh c
U, XWCN	u xwcn
LIE, DXU	lie dxu
J, RPC	j rpc
YB, NZ	yb nz
GWEW, L	gwew l
J, X	j x
H, S	h s
FJ, V	fj v
WX, OEYWOAUPT	wx oeywoaupt
JE, JZ	je jz
UZ, QOQP	uz qoqp
UIBU, RKJ	uibu rkj
G, D	g d
I, D	i d
MF, XGT	mf xgt
URF, H	urf h
LTG, RZZQNSTJ	ltg rzzqnstj
Y, W	y w
NWN, FRV	nwn frv
GS, HHVB	gs hhvb
MWL, WSRTWPBUT	mwl wsrtwpbut
NNP, S	nnp s
WBSX, C	wbsx c
ECOPB, T	ecopb t
R, STA	r sta
LQB, XSF	lqb xsf
K, BWDDXIIIU	k bwddxiiiu
R, DH	r dh
G, V	g v
T, PAC	t pac
QRQ, TC	qrq tc
H, QV	h qv
FXP, HXVSP	fxp hxvsp
PKQ, L	pkq l
XY, K	xy k
FF, JXLO	ff jxlo
ATL, T	atl t
B, JLFPIZTXHYJBXLNW	b jlfpiztxhyjbxlnw
LQOPC, T	lqopc t
I, NMBEA	i nmbea
LMNNP, FCL	lmnnp fcl
WQJUAZA, XP	wqjuaza xp
C, RG	c rg
GB, BQ	gb bq
FN, FBERNKP	fn fbernkp
SP, W	sp w
MYXMWP, PZF	myxmwp pzf
HQ, OG	hq og
OUTFYQEKAC, QY	outfyqekac qy
JIVLM, N	jivlm n
U, F	u f
MKVQJ, FTTD	mkvqj fttd
FM, L	fm l
WC, FCBQP	wc fcbqp
HSSXE, VROTSZO	hssxe vrotszo
KA, LIFPHTIDSEM	ka lifphtidsem
PRS, L	prs l
Q, ED	q ed
JQE, H	jqe h
FURUY, X	furuy x
TNL, KEM	tnl kem
UB, TY	ub ty
H, J	h j
N, TP	n tp
X, ZS	x zs
D, ZF	d zf
RFR, F	rfr f
QEJY, N	qejy n
BB, RDWXN	bb rdwxn
Y, M	y m
U, GHDCBL	u ghdcbl
ZLZZLJKNJE, OMB	zlzzljknje omb
D, ML	d ml
ZQA, KKBX	zqa kkbx
RQA, WC	rqa wc
Y, P	y p
GVRM, ROH	gvrm roh
FLVESKBXTCSNCV, NRLA	flveskbxtcsncv nrla
LIKGIFVM, H	likgifvm h
Z, ZB	z zb
B, G	b g
L, Q	l q
E, HO	e ho
TSRQ, WH	tsrq wh
JT, YW	jt yw
NUHZMGP, EWG	nuhzmgp ewg
KLT, Z	klt z
T, UK	t uk
Z, DKQHQ	z dkqhq
OSY, HU	osy hu
SI, QD	si qd
T, UTMDCN	t utmdcn
G, STFZKH	g stfzkh
Z, K	z k
EQRO, LTK	eqro ltk
ZRX, WE	zrx we
R, W	r w
H, QKAU	h qkau
GD, QSA	gd qsa
Q, Y	q y
ADOB, HAXYJ	adob haxyj
ISPSEJUZ, XH	ispsejuz xh
QRT, B	qrt b
KCNXY, W	kcnxy w
CA, TTEU	ca tteu
D, KBWB	d kbwb
C, JZ	c jz
E, K	e k
ZF, UEH	zf ueh
I, P	i p
V, QJND	v qjnd
VGBHG, FT	vgbhg ft
ONJTT, QNNBAXH	onjtt qnnbaxh
J, B	j b
ODW, J	odw j
BOV, T	bov t
J, LX	j lx
UO, B	uo b
S, TW	s tw
X, G	x g
U, VW	u vw
E, BN	e bn
UKW, P	ukw p
M, U	m u
ACZPWW, Q	aczpww q
U, YEM	u yem
D, TYM	d tym
X, BA	x ba
H, RTB	h rtb
VG, BAZBUQ	vg bazbuq
Q, H	q h
APHFKSW, BUS	aphfksw bus
JIQFT, FC	jiqft fc
SE, C	se c
V, ABNEPY	v abnepy
G, EVVBZQGGZVL	g evvbzqggzvl
R, NDD	r ndd
OKM, GLTG	okm gltg
OF, N	of n
W, YPIYC	w ypiyc
G, AVYMME	g avymme
LYC, Z	lyc z
ZSB, DRP	zsb drp
M, H	m h
R, NVDN	r nvdn
K, VC	k vc
NDN, BA	ndn ba
