# _4C\n\nExplanation: \n	{"Pref"={"#comment"="_4C"}}{"Pref"={"Explanation"=""}}
# 2I\n	{"Pref"={"#comment"="2I"}}
# r\n	{"Pref"={"#comment"="r"}}
Explanation: 4\n\nPin-Priority: 75\n\n# U5\n	{"Pref"={"Explanation"="4"}}{"Pref"={"Pin-Priority"="75"}}{"Pref"={"#comment"="U5"}}
Explanation:  =\n	{"Pref"={"Explanation"=" ="}}
Pin: \n\n# \n	{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}
Pin-Priority: 8\n	{"Pref"={"Pin-Priority"="8"}}
# t\n	{"Pref"={"#comment"="t"}}
Pin: :z4_\n	{"Pref"={"Pin"=":z4_"}}
Pin-Priority: 3894\n\n# a.p\n	{"Pref"={"Pin-Priority"="3894"}}{"Pref"={"#comment"="a.p"}}
Pin: nFp\n\nPackage: \n	{"Pref"={"Pin"="nFp"}}{"Pref"={"Package"=""}}
Pin-Priority: 2\n	{"Pref"={"Pin-Priority"="2"}}
Package: *\n\n# F\n\nPackage: 2jz-A\n	{"Pref"={"Package"="*"}}{"Pref"={"#comment"="F"}}{"Pref"={"Package"="2jz-A"}}
Package: n\n\nPackage: *\n\n# =\n	{"Pref"={"Package"="n"}}{"Pref"={"Package"="*"}}{"Pref"={"#comment"="="}}
Explanation: b2X'0\n	{"Pref"={"Explanation"="b2X'0"}}
Explanation: SMt:\n\nPin: y8\n\nExplanation: Y\n\n# 5g\n	{"Pref"={"Explanation"="SMt:"}}{"Pref"={"Pin"="y8"}}{"Pref"={"Explanation"="Y"}}{"Pref"={"#comment"="5g"}}
Pin: \n	{"Pref"={"Pin"=""}}
Pin: \n\nPackage: *\n\nPin-Priority: 05\n\nPin-Priority: 4\n\nExplanation: \n\nExplanation: q\n	{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="05"}}{"Pref"={"Pin-Priority"="4"}}{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="q"}}
Pin: \n	{"Pref"={"Pin"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin-Priority: 1542\n\nExplanation: GG4b\n	{"Pref"={"Pin-Priority"="1542"}}{"Pref"={"Explanation"="GG4b"}}
Package: *\n\nExplanation: \n	{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}
# \n	{"Pref"={"#comment"=""}}
# /W"w0\n\nPin-Priority: 84\n	{"Pref"={"#comment"="/W\"w0"}}{"Pref"={"Pin-Priority"="84"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Pin-Priority: 72\n	{"Pref"={"Pin-Priority"="72"}}
Pin: j\n\n# \n\n# \n	{"Pref"={"Pin"="j"}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
# \n	{"Pref"={"#comment"=""}}
# c\n\nPin-Priority: 95\n\nPackage: *\n	{"Pref"={"#comment"="c"}}{"Pref"={"Pin-Priority"="95"}}{"Pref"={"Package"="*"}}
Pin-Priority: 87\n	{"Pref"={"Pin-Priority"="87"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin-Priority: 91338\n\n# \n	{"Pref"={"Pin-Priority"="91338"}}{"Pref"={"#comment"=""}}
Pin: uWg\n	{"Pref"={"Pin"="uWg"}}
# hL\n\n# kTwQ\n	{"Pref"={"#comment"="hL"}}{"Pref"={"#comment"="kTwQ"}}
Pin-Priority: 6\n	{"Pref"={"Pin-Priority"="6"}}
Explanation: \n\nExplanation: AN\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="AN"}}
# \n	{"Pref"={"#comment"=""}}
Package: *\n\nPin: ut\n\nPackage: *\n	{"Pref"={"Package"="*"}}{"Pref"={"Pin"="ut"}}{"Pref"={"Package"="*"}}
Explanation: N"XigVL\n\nPin: xz\n	{"Pref"={"Explanation"="N"XigVL"}}{"Pref"={"Pin"="xz"}}
Explanation: \n\nPin: :\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=":"}}
Package: *\n	{"Pref"={"Package"="*"}}
# "\n\nPin: /9\n\nPin-Priority: 2\n	{"Pref"={"#comment"="\""}}{"Pref"={"Pin"="/9"}}{"Pref"={"Pin-Priority"="2"}}
Explanation: \n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}
# X:.h-2\n\nPin: \n\nPin-Priority: 94\n	{"Pref"={"#comment"="X:.h-2"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin-Priority"="94"}}
Pin-Priority: 994\n\nPackage: *\n	{"Pref"={"Pin-Priority"="994"}}{"Pref"={"Package"="*"}}
Pin-Priority: 735\n\n# a\n	{"Pref"={"Pin-Priority"="735"}}{"Pref"={"#comment"="a"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: \n	{"Pref"={"Pin"=""}}
Package: \n\nPin: H\n\nPin: tmc/z h\n\n# D\n	{"Pref"={"Package"=""}}{"Pref"={"Pin"="H"}}{"Pref"={"Pin"="tmc/z h"}}{"Pref"={"#comment"="D"}}
Explanation: \n	{"Pref"={"Explanation"=""}}
Pin-Priority: 04\n	{"Pref"={"Pin-Priority"="04"}}
# L4Y\n	{"Pref"={"#comment"="L4Y"}}
Explanation: oPS\n	{"Pref"={"Explanation"="oPS"}}
Pin: q\n\nPin-Priority: 3209\n\nPin-Priority: 9\n\nPin: 1\n\n# 5\n\nExplanation: \n	{"Pref"={"Pin"="q"}}{"Pref"={"Pin-Priority"="3209"}}{"Pref"={"Pin-Priority"="9"}}{"Pref"={"Pin"="1"}}{"Pref"={"#comment"="5"}}{"Pref"={"Explanation"=""}}
Package: Ob'\n\nPackage: *\n	{"Pref"={"Package"="Ob'"}}{"Pref"={"Package"="*"}}
Explanation: rFv \n\nPin-Priority: 1\n\nExplanation: yN\n	{"Pref"={"Explanation"="rFv "}}{"Pref"={"Pin-Priority"="1"}}{"Pref"={"Explanation"="yN"}}
Package: *\n\nPin-Priority: 2\n	{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="2"}}
Explanation: \n\nPin: \n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}
Package: L\n	{"Pref"={"Package"="L"}}
Package: HDut7Y.\n\n# \n\nPin: \n	{"Pref"={"Package"="HDut7Y."}}{"Pref"={"#comment"=""}}{"Pref"={"Pin"=""}}
# zSF\n\nPackage: gKNn\n\nPackage: *\n	{"Pref"={"#comment"="zSF"}}{"Pref"={"Package"="gKNn"}}{"Pref"={"Package"="*"}}
# NI\n	{"Pref"={"#comment"="NI"}}
Explanation: M\n	{"Pref"={"Explanation"="M"}}
Pin-Priority: 71\n\nExplanation: \n\nPin-Priority: 6\n\n# FAykY\n\nExplanation: V5\n\n# k.\n\nPin-Priority: 730\n	{"Pref"={"Pin-Priority"="71"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="6"}}{"Pref"={"#comment"="FAykY"}}{"Pref"={"Explanation"="V5"}}{"Pref"={"#comment"="k."}}{"Pref"={"Pin-Priority"="730"}}
Package: *\n\nPackage: *\n\nExplanation: \n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}
# 6rRIDB\n\nPin: \n\n# \n\nPackage: *\n\nExplanation: I\n\nPin: =\n	{"Pref"={"#comment"="6rRIDB"}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="I"}}{"Pref"={"Pin"="="}}
Pin: rFA\n\n# \n\n# \n	{"Pref"={"Pin"="rFA"}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}
Package: \n\nPin: LpEtH1Jgn 3bFe\n	{"Pref"={"Package"=""}}{"Pref"={"Pin"="LpEtH1Jgn 3bFe"}}
# b\n\nPackage: \n	{"Pref"={"#comment"="b"}}{"Pref"={"Package"=""}}
Pin: 9MJG."v\n\nExplanation: 7r\n\nPin-Priority: 87\n	{"Pref"={"Pin"="9MJG."v"}}{"Pref"={"Explanation"="7r"}}{"Pref"={"Pin-Priority"="87"}}
Explanation: Dh\n\nExplanation: \n\n# \n\nPin-Priority: 9\n	{"Pref"={"Explanation"="Dh"}}{"Pref"={"Explanation"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="9"}}
Pin: JZ\n\nPin: yj\n\nExplanation: \n\nPin-Priority: 143963\n\nExplanation: \n\n# \n\nPackage: \n\nPin: e.\n\nPin-Priority: 79\n	{"Pref"={"Pin"="JZ"}}{"Pref"={"Pin"="yj"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="143963"}}{"Pref"={"Explanation"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Package"=""}}{"Pref"={"Pin"="e."}}{"Pref"={"Pin-Priority"="79"}}
# \n	{"Pref"={"#comment"=""}}
Package: *\n\nPin: \n\nPackage: \n\nPin: r=6\n\nPin: I\n\nPackage: \n\nPin-Priority: 2516\n\nPackage: \n	{"Pref"={"Package"="*"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"=""}}{"Pref"={"Pin"="r=6"}}{"Pref"={"Pin"="I"}}{"Pref"={"Package"=""}}{"Pref"={"Pin-Priority"="2516"}}{"Pref"={"Package"=""}}
Package: gTi_\n\nPin: \n\nPackage: U\n	{"Pref"={"Package"="gTi_"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"="U"}}
Explanation: E\n\nPin: \n	{"Pref"={"Explanation"="E"}}{"Pref"={"Pin"=""}}
Package: bAZ\n	{"Pref"={"Package"="bAZ"}}
# v1F6\n\nExplanation: \n\nPackage: *\n\nPin: \n\n# \n	{"Pref"={"#comment"="v1F6"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}
Pin: o\n\n# \n\nPin-Priority: 468\n\nPin: sEc\n	{"Pref"={"Pin"="o"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="468"}}{"Pref"={"Pin"="sEc"}}
# bE\n	{"Pref"={"#comment"="bE"}}
# \n\n# \n\nPin-Priority: 42\n	{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="42"}}
Explanation: wR\n\n# WUNV\n	{"Pref"={"Explanation"="wR"}}{"Pref"={"#comment"="WUNV"}}
# y"\n	{"Pref"={"#comment"="y\""}}
Explanation: AP"=fe0\n\nExplanation: 7sE2Ph\n\nPin-Priority: 6\n	{"Pref"={"Explanation"="AP"=fe0"}}{"Pref"={"Explanation"="7sE2Ph"}}{"Pref"={"Pin-Priority"="6"}}
Pin-Priority: 4\n\nPin: W\n\nPin: Jvz\n	{"Pref"={"Pin-Priority"="4"}}{"Pref"={"Pin"="W"}}{"Pref"={"Pin"="Jvz"}}
Pin: wz=b\n	{"Pref"={"Pin"="wz=b"}}
Package: *\n\nExplanation: \n\nPin-Priority: 83\n	{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="83"}}
Explanation: 7_L.V2vxq\n\nExplanation: z\n	{"Pref"={"Explanation"="7_L.V2vxq"}}{"Pref"={"Explanation"="z"}}
Pin-Priority: 650\n	{"Pref"={"Pin-Priority"="650"}}
Explanation: x9\n\nExplanation: 7\n\nPin: \n	{"Pref"={"Explanation"="x9"}}{"Pref"={"Explanation"="7"}}{"Pref"={"Pin"=""}}
Explanation: oc\n	{"Pref"={"Explanation"="oc"}}
# \n	{"Pref"={"#comment"=""}}
# 05\n\nExplanation: \n\nPackage: T\n\nExplanation: :MA_9jes_=f\n\nPackage: *\n\nPin: A\n\nExplanation: =I\n\nPin: \n\n# m\n\nExplanation: \n\nPin-Priority: 432\n	{"Pref"={"#comment"="05"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="T"}}{"Pref"={"Explanation"=":MA_9jes_=f"}}{"Pref"={"Package"="*"}}{"Pref"={"Pin"="A"}}{"Pref"={"Explanation"="=I"}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"="m"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="432"}}
Package: *\n\nExplanation: D\n\nPackage: \n	{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="D"}}{"Pref"={"Package"=""}}
Explanation: D4L\n	{"Pref"={"Explanation"="D4L"}}
Package: *\n\nPackage: *\n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}
# \n\nPin: \n\nPackage: \n\nPin-Priority: 4189\n\n# \n\n# fx\n\n# o\n	{"Pref"={"#comment"=""}}{"Pref"={"Pin"=""}}{"Pref"={"Package"=""}}{"Pref"={"Pin-Priority"="4189"}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"="fx"}}{"Pref"={"#comment"="o"}}
# \n	{"Pref"={"#comment"=""}}
Pin: 2QxG\n	{"Pref"={"Pin"="2QxG"}}
Pin-Priority: 2\n\nPackage: \n	{"Pref"={"Pin-Priority"="2"}}{"Pref"={"Package"=""}}
Package: *\n\nExplanation: b/\n\nExplanation: 2\n\nExplanation: kH\n	{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="b/"}}{"Pref"={"Explanation"="2"}}{"Pref"={"Explanation"="kH"}}
Pin: ph\n\nPackage: *\n	{"Pref"={"Pin"="ph"}}{"Pref"={"Package"="*"}}
# 3aHHX\n	{"Pref"={"#comment"="3aHHX"}}
Explanation: s\n\nPackage: *\n\nPin: K\n	{"Pref"={"Explanation"="s"}}{"Pref"={"Package"="*"}}{"Pref"={"Pin"="K"}}
Package: *\n\nPin-Priority: 8\n\nExplanation: \n	{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="8"}}{"Pref"={"Explanation"=""}}
Pin: G'u\n\nPin-Priority: 5\n\nPackage: G\n\n# 7cu\n\nPin-Priority: 2\n\nPin-Priority: 03\n	{"Pref"={"Pin"="G'u"}}{"Pref"={"Pin-Priority"="5"}}{"Pref"={"Package"="G"}}{"Pref"={"#comment"="7cu"}}{"Pref"={"Pin-Priority"="2"}}{"Pref"={"Pin-Priority"="03"}}
Package: yJ\n	{"Pref"={"Package"="yJ"}}
# a\n\nExplanation: z\n	{"Pref"={"#comment"="a"}}{"Pref"={"Explanation"="z"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: bR\n	{"Pref"={"Pin"="bR"}}
# \n\nPackage: su\n\nPin: ZP/\n\nPackage: \n	{"Pref"={"#comment"=""}}{"Pref"={"Package"="su"}}{"Pref"={"Pin"="ZP/"}}{"Pref"={"Package"=""}}
Pin-Priority: 7\n\n# sd\n\n# M0\n	{"Pref"={"Pin-Priority"="7"}}{"Pref"={"#comment"="sd"}}{"Pref"={"#comment"="M0"}}
Package: qh5wx+V p\n\nPin-Priority: 9\n	{"Pref"={"Package"="qh5wx+V p"}}{"Pref"={"Pin-Priority"="9"}}
Package: \n\n# Z\n	{"Pref"={"Package"=""}}{"Pref"={"#comment"="Z"}}
Package: J\n\nExplanation: +X+\n	{"Pref"={"Package"="J"}}{"Pref"={"Explanation"="+X+"}}
Pin-Priority: 373499\n\nExplanation: \n	{"Pref"={"Pin-Priority"="373499"}}{"Pref"={"Explanation"=""}}
Pin: dh\n	{"Pref"={"Pin"="dh"}}
# ob\n	{"Pref"={"#comment"="ob"}}
# 5\n	{"Pref"={"#comment"="5"}}
Explanation: cV\n	{"Pref"={"Explanation"="cV"}}
Pin-Priority: 99\n	{"Pref"={"Pin-Priority"="99"}}
Package: *\n\nPin-Priority: 177\n\nExplanation: \n\nPin-Priority: 24\n\n# \n\nPin: 9\n	{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="177"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="24"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin"="9"}}
# NW0C\n	{"Pref"={"#comment"="NW0C"}}
Explanation: \n\nPin-Priority: 862\n\nPin-Priority: 140\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="862"}}{"Pref"={"Pin-Priority"="140"}}
Explanation: \n\nPin: fE32j\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin"="fE32j"}}
Package: 4B+\n\n# \n	{"Pref"={"Package"="4B+"}}{"Pref"={"#comment"=""}}
Pin: L\n	{"Pref"={"Pin"="L"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: \n\nPin: _h\n\nPackage: \n	{"Pref"={"Pin"=""}}{"Pref"={"Pin"="_h"}}{"Pref"={"Package"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
Explanation: U\n\nPin-Priority: 51936\n	{"Pref"={"Explanation"="U"}}{"Pref"={"Pin-Priority"="51936"}}
Explanation: \n\nPin-Priority: 35212\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="35212"}}
# \n\nExplanation: \n\nPackage: E\n\nPin-Priority: 347\n\nExplanation: \n\nPackage: *\n\nPackage: *\n\n# \n\nPin-Priority: 987\n\nPin: C\n	{"Pref"={"#comment"=""}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="E"}}{"Pref"={"Pin-Priority"="347"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin-Priority"="987"}}{"Pref"={"Pin"="C"}}
Pin: U\n\nPin: \n\nPackage: *\n	{"Pref"={"Pin"="U"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}
# Qu\n	{"Pref"={"#comment"="Qu"}}
Explanation: V-2gK\n	{"Pref"={"Explanation"="V-2gK"}}
Pin: y_\n	{"Pref"={"Pin"="y_"}}
Package: *\n\nPackage: *\n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}
Pin-Priority: 4\n\nPin: \n\nPin: \n\n# \n\nPackage: I\n	{"Pref"={"Pin-Priority"="4"}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="I"}}
Package: *\n\nPackage: *\n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}
Explanation: d\n	{"Pref"={"Explanation"="d"}}
Explanation: .\n	{"Pref"={"Explanation"="."}}
Package: \n\nExplanation: N\n\n# \n\n# \n	{"Pref"={"Package"=""}}{"Pref"={"Explanation"="N"}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
Package: *\n\n# \n\nPin: wQiVn\n	{"Pref"={"Package"="*"}}{"Pref"={"#comment"=""}}{"Pref"={"Pin"="wQiVn"}}
Pin: \n\nPackage: *\n	{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}
# y\n\nPin: +R\n\nExplanation: joX\n\nPackage: *\n	{"Pref"={"#comment"="y"}}{"Pref"={"Pin"="+R"}}{"Pref"={"Explanation"="joX"}}{"Pref"={"Package"="*"}}
Package: X\n\nPackage: *\n\nExplanation: 1\n\nExplanation: d\n\nPin-Priority: 3\n\nExplanation: HDon\n	{"Pref"={"Package"="X"}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"="1"}}{"Pref"={"Explanation"="d"}}{"Pref"={"Pin-Priority"="3"}}{"Pref"={"Explanation"="HDon"}}
Pin: 6\n\nPin-Priority: 14\n	{"Pref"={"Pin"="6"}}{"Pref"={"Pin-Priority"="14"}}
Package: H/\n	{"Pref"={"Package"="H/"}}
Explanation: 9\n\nExplanation: \n	{"Pref"={"Explanation"="9"}}{"Pref"={"Explanation"=""}}
Pin-Priority: 8\n\nPin-Priority: 4\n\nExplanation: \n\nPackage: \n\nPackage: *\n	{"Pref"={"Pin-Priority"="8"}}{"Pref"={"Pin-Priority"="4"}}{"Pref"={"Explanation"=""}}{"Pref"={"Package"=""}}{"Pref"={"Package"="*"}}
Pin: qD\n\n# k\n\nExplanation: /CP\n	{"Pref"={"Pin"="qD"}}{"Pref"={"#comment"="k"}}{"Pref"={"Explanation"="/CP"}}
Explanation: P\n\nPin-Priority: 81\n\nPackage: *\n	{"Pref"={"Explanation"="P"}}{"Pref"={"Pin-Priority"="81"}}{"Pref"={"Package"="*"}}
Pin: \n	{"Pref"={"Pin"=""}}
# U za\n	{"Pref"={"#comment"="U za"}}
Explanation:  D "\n\nPin: t.r"x\n\nExplanation: 8\n\nPin: bzy\n\nPin-Priority: 2\n	{"Pref"={"Explanation"=" D ""}}{"Pref"={"Pin"="t.r"x"}}{"Pref"={"Explanation"="8"}}{"Pref"={"Pin"="bzy"}}{"Pref"={"Pin-Priority"="2"}}
Package: *\n\nPin: a\n	{"Pref"={"Package"="*"}}{"Pref"={"Pin"="a"}}
Explanation: tPiw6 y4\n\n# \n\n# Yq\n\nPackage: x\n\nPin-Priority: 1\n	{"Pref"={"Explanation"="tPiw6 y4"}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"="Yq"}}{"Pref"={"Package"="x"}}{"Pref"={"Pin-Priority"="1"}}
Package: \n	{"Pref"={"Package"=""}}
Explanation: -Eh\n	{"Pref"={"Explanation"="-Eh"}}
Pin: \n	{"Pref"={"Pin"=""}}
Package: *\n\nPin-Priority: 96979\n\nPin: \n\nPackage: *\n\nExplanation: \n\nPin-Priority: 7\n\nExplanation: \n	{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="96979"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="7"}}{"Pref"={"Explanation"=""}}
Explanation: \n\nPackage: *\n	{"Pref"={"Explanation"=""}}{"Pref"={"Package"="*"}}
Pin: .3\n	{"Pref"={"Pin"=".3"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin-Priority: 497\n\nExplanation: eg\n	{"Pref"={"Pin-Priority"="497"}}{"Pref"={"Explanation"="eg"}}
Pin: \n	{"Pref"={"Pin"=""}}
# dU\n\nPin-Priority: 38\n\nPin: \n	{"Pref"={"#comment"="dU"}}{"Pref"={"Pin-Priority"="38"}}{"Pref"={"Pin"=""}}
Explanation: \n\nPin: \n\nPin: D\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}{"Pref"={"Pin"="D"}}
Package: *\n	{"Pref"={"Package"="*"}}
Explanation: z\n	{"Pref"={"Explanation"="z"}}
Explanation: _QBD\n	{"Pref"={"Explanation"="_QBD"}}
Package: _\n	{"Pref"={"Package"="_"}}
Pin: \n\nExplanation: \n\n# -9\n	{"Pref"={"Pin"=""}}{"Pref"={"Explanation"=""}}{"Pref"={"#comment"="-9"}}
# X\n\nPackage: Au\n	{"Pref"={"#comment"="X"}}{"Pref"={"Package"="Au"}}
Pin-Priority: 544446\n\nPin-Priority: 66\n\nPin: YP\n\nPin-Priority: 47\n	{"Pref"={"Pin-Priority"="544446"}}{"Pref"={"Pin-Priority"="66"}}{"Pref"={"Pin"="YP"}}{"Pref"={"Pin-Priority"="47"}}
Package: MR\n\nPin-Priority: 72\n	{"Pref"={"Package"="MR"}}{"Pref"={"Pin-Priority"="72"}}
Package: *\n\nPin: 0 \n	{"Pref"={"Package"="*"}}{"Pref"={"Pin"="0 "}}
Pin: fr\n	{"Pref"={"Pin"="fr"}}
Pin-Priority: 859\n\nPin: \n	{"Pref"={"Pin-Priority"="859"}}{"Pref"={"Pin"=""}}
Pin-Priority: 6991\n\nPin-Priority: 2\n\nPackage: Kx\n	{"Pref"={"Pin-Priority"="6991"}}{"Pref"={"Pin-Priority"="2"}}{"Pref"={"Package"="Kx"}}
Package: i\n\nExplanation: \n	{"Pref"={"Package"="i"}}{"Pref"={"Explanation"=""}}
# d\n	{"Pref"={"#comment"="d"}}
Explanation: x\n\nPin: \n\nExplanation: "\n\n# \n\n# r\n	{"Pref"={"Explanation"="x"}}{"Pref"={"Pin"=""}}{"Pref"={"Explanation"="""}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"="r"}}
# VNh4sCm\n\nExplanation: 5\n\n# D.q\n	{"Pref"={"#comment"="VNh4sCm"}}{"Pref"={"Explanation"="5"}}{"Pref"={"#comment"="D.q"}}
Pin: /\n\nPin: \n	{"Pref"={"Pin"="/"}}{"Pref"={"Pin"=""}}
Explanation: :Hb1\n\nPin-Priority: 1052\n	{"Pref"={"Explanation"=":Hb1"}}{"Pref"={"Pin-Priority"="1052"}}
# \n\nPin: j\n	{"Pref"={"#comment"=""}}{"Pref"={"Pin"="j"}}
Explanation: \n\nPin-Priority: 0\n	{"Pref"={"Explanation"=""}}{"Pref"={"Pin-Priority"="0"}}
Pin-Priority: 13022\n	{"Pref"={"Pin-Priority"="13022"}}
Package: _FHO\n	{"Pref"={"Package"="_FHO"}}
# B\n\n# \n\nPackage: *\n\nPin-Priority: 78\n	{"Pref"={"#comment"="B"}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Pin-Priority"="78"}}
Package: \n	{"Pref"={"Package"=""}}
# \n\nExplanation: D:\n	{"Pref"={"#comment"=""}}{"Pref"={"Explanation"="D:"}}
Pin-Priority: 0027\n\n# \n	{"Pref"={"Pin-Priority"="0027"}}{"Pref"={"#comment"=""}}
Package: *\n\nPackage: *\n	{"Pref"={"Package"="*"}}{"Pref"={"Package"="*"}}
# \n\n# \n\nExplanation: /sa\n\nExplanation: MQd4\n\n# +8K0\n	{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Explanation"="/sa"}}{"Pref"={"Explanation"="MQd4"}}{"Pref"={"#comment"="+8K0"}}
Pin: \n\nExplanation: C6 e\n\nPin: ".:\n\n# \n	{"Pref"={"Pin"=""}}{"Pref"={"Explanation"="C6 e"}}{"Pref"={"Pin"="".:"}}{"Pref"={"#comment"=""}}
Pin-Priority: 9\n	{"Pref"={"Pin-Priority"="9"}}
Pin-Priority: 6\n\nPackage: *\n	{"Pref"={"Pin-Priority"="6"}}{"Pref"={"Package"="*"}}
Explanation: \n\nExplanation: X'\n	{"Pref"={"Explanation"=""}}{"Pref"={"Explanation"="X'"}}
Pin-Priority: 057\n	{"Pref"={"Pin-Priority"="057"}}
Pin: \n	{"Pref"={"Pin"=""}}
Pin-Priority: 27\n\nPackage: \n\nExplanation: \n\nPin: hq\n	{"Pref"={"Pin-Priority"="27"}}{"Pref"={"Package"=""}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"="hq"}}
Package: *\n	{"Pref"={"Package"="*"}}
Pin: oh\n	{"Pref"={"Pin"="oh"}}
# f\n\n# +ON\n\nPackage: LtIB9PyT\n\nExplanation: \n\nPin: \n\n# \n\nPackage: CNv\n\n# \n\n# \n	{"Pref"={"#comment"="f"}}{"Pref"={"#comment"="+ON"}}{"Pref"={"Package"="LtIB9PyT"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}{"Pref"={"#comment"=""}}{"Pref"={"Package"="CNv"}}{"Pref"={"#comment"=""}}{"Pref"={"#comment"=""}}
Package: h\n\nPin: \n\nPackage: *\n\nExplanation: \n\nPin: \n	{"Pref"={"Package"="h"}}{"Pref"={"Pin"=""}}{"Pref"={"Package"="*"}}{"Pref"={"Explanation"=""}}{"Pref"={"Pin"=""}}
Package: *\n	{"Pref"={"Package"="*"}}
# I\n\nPin-Priority: 95\n\nPin-Priority: 12\n\nPackage: r\n	{"Pref"={"#comment"="I"}}{"Pref"={"Pin-Priority"="95"}}{"Pref"={"Pin-Priority"="12"}}{"Pref"={"Package"="r"}}
Explanation: 6\n\nExplanation: \n	{"Pref"={"Explanation"="6"}}{"Pref"={"Explanation"=""}}
Pin: 3_Mrw\n\nPin-Priority: 6091\n\n# M\n	{"Pref"={"Pin"="3_Mrw"}}{"Pref"={"Pin-Priority"="6091"}}{"Pref"={"#comment"="M"}}
